title,metadata
Delectatio avaritia voluptate animi.,"{""read_time"":284018,""featured"":false}"
Ait iste arbustum comes curvo.,"{""read_time"":913560,""featured"":false}"
Certus turbo vado validus desparatus coerceo voco cresco totidem qui.,"{""read_time"":657599,""featured"":false}"
In aufero subseco crustulum aggredior deprecator soleo.,"{""read_time"":476427,""featured"":false}"
Benigne uberrime traho adhuc vado tenax quas arca thymbra.,"{""read_time"":704873,""featured"":true}"
Vicinus vobis sollers alveus cur vere totus.,"{""read_time"":731167,""featured"":false}"
Dapifer tantum atrocitas quod aqua virtus cunae.,"{""read_time"":205981,""featured"":false}"
Acsi explicabo accendo credo tero cognomen cubicularis doloribus xiphias.,"{""read_time"":569146,""featured"":true}"
Absconditus abstergo sit.,"{""read_time"":773686,""featured"":false}"
Amitto adsum vado solutio deficio.,"{""read_time"":140353,""featured"":true}"
Beatae clibanus sub caterva crur pauci conitor sto aequus suus.,"{""read_time"":255186,""featured"":true}"
Aiunt blandior voveo demergo solum defetiscor abstergo.,"{""read_time"":281442,""featured"":true}"
Audentia cito animus usitas.,"{""read_time"":644026,""featured"":false}"
Cribro tres audio compono acerbitas advoco vitiosus.,"{""read_time"":781984,""featured"":false}"
Utilis barba arto caecus apto pecus casso.,"{""read_time"":953337,""featured"":false}"
Accendo distinctio demulceo aureus vox dicta cresco corona.,"{""read_time"":159302,""featured"":true}"
Canonicus censura comparo sustineo.,"{""read_time"":160365,""featured"":false}"
Casso bos quidem amplitudo cariosus ambitus.,"{""read_time"":698546,""featured"":true}"
Toties ab thema cauda a conscendo tollo aptus creta patrocinor.,"{""read_time"":275346,""featured"":true}"
Animadverto coniuratio summisse nisi termes placeat rerum curo stabilis.,"{""read_time"":652704,""featured"":true}"
Supplanto aliquid approbo magni usque.,"{""read_time"":393898,""featured"":true}"
Atrox vulgo crustulum agnitio circumvenio tenax.,"{""read_time"":642557,""featured"":true}"
Pel adipisci id dapifer aliqua talio cognatus.,"{""read_time"":574913,""featured"":false}"
Sulum correptius teres voluntarius.,"{""read_time"":14736,""featured"":true}"
Odit synagoga cerno abutor consectetur agnitio tersus avarus.,"{""read_time"":277437,""featured"":false}"
Voluptate praesentium pauper.,"{""read_time"":206633,""featured"":false}"
Aspicio cursus toties aggero succurro.,"{""read_time"":988419,""featured"":true}"
Valde aspernatur depraedor ubi adaugeo thymbra.,"{""read_time"":966057,""featured"":false}"
Surgo consequuntur traho teneo illum coaegresco.,"{""read_time"":286599,""featured"":false}"
Arbor demonstro carbo statua quos amitto tenax conventus paens.,"{""read_time"":903846,""featured"":false}"
Super denique caterva acquiro sono veritatis.,"{""read_time"":236511,""featured"":true}"
Audentia audeo decens amplexus sublime.,"{""read_time"":440767,""featured"":false}"
Cernuus sublime magni enim suffragium.,"{""read_time"":5590,""featured"":false}"
Pauci dignissimos uberrime.,"{""read_time"":159370,""featured"":true}"
Conduco toties ambitus abundans.,"{""read_time"":733073,""featured"":true}"
Deleo clibanus tego convoco ullam.,"{""read_time"":247842,""featured"":false}"
Temporibus rerum versus inventore.,"{""read_time"":959084,""featured"":false}"
Derideo summopere est spes argentum.,"{""read_time"":989891,""featured"":true}"
Tenetur alo nesciunt veritas sol tricesimus trucido reprehenderit tardus curso.,"{""read_time"":329065,""featured"":false}"
Carbo ademptio cervus candidus sublime.,"{""read_time"":991953,""featured"":true}"
Valde aspernatur crur.,"{""read_time"":442469,""featured"":true}"
Quis modi aperiam tum deficio sortitus depopulo depromo cursim.,"{""read_time"":721712,""featured"":true}"
Deludo candidus vulgo utrimque corrumpo currus angelus degenero voveo repellat.,"{""read_time"":594476,""featured"":false}"
Solus confido cultellus caecus vulgaris repellendus uxor deficio.,"{""read_time"":117789,""featured"":false}"
Ustilo adfectus atrocitas nemo.,"{""read_time"":60641,""featured"":true}"
Alioqui depulso culpo crepusculum quia aperio cura audentia.,"{""read_time"":162880,""featured"":false}"
Vigilo admiratio aeneus illum ipsum aegrotatio nisi conatus.,"{""read_time"":929258,""featured"":true}"
Cito chirographum vere canonicus umquam ambulo eligendi cubitum deserunt.,"{""read_time"":556991,""featured"":true}"
Crustulum videlicet caries thalassinus capto numquam venustas.,"{""read_time"":709104,""featured"":true}"
Collum fugit reprehenderit via depopulo socius vorago laudantium.,"{""read_time"":925650,""featured"":true}"
Denique comis somnus.,"{""read_time"":791927,""featured"":false}"
Caritas deduco aliquam spargo virtus sui armarium decor.,"{""read_time"":834147,""featured"":false}"
Enim verbum vita spargo solitudo angulus patruus ulciscor.,"{""read_time"":140206,""featured"":true}"
Adduco tergiversatio curriculum vulgo coerceo substantia conqueror consequuntur patria recusandae.,"{""read_time"":720025,""featured"":true}"
Demitto collum vinco caritas asper.,"{""read_time"":755976,""featured"":false}"
Tum tero cito aveho cursus adaugeo caveo.,"{""read_time"":343748,""featured"":true}"
Tabella abutor cribro solium natus credo quos.,"{""read_time"":393352,""featured"":false}"
Confido excepturi dapifer tenetur.,"{""read_time"":247848,""featured"":false}"
Cibus victoria adopto umerus cultura venia copiose vinum sophismata.,"{""read_time"":496121,""featured"":false}"
Stabilis solum amitto voluptate acquiro uxor vester argumentum acies.,"{""read_time"":344113,""featured"":false}"
Deripio asper rem.,"{""read_time"":604491,""featured"":false}"
Quia tibi magnam adficio sumptus victus.,"{""read_time"":92033,""featured"":true}"
Civitas amissio uterque suffragium custodia altus caste bene crebro caute.,"{""read_time"":737482,""featured"":false}"
Textus ambitus centum sui vulgaris.,"{""read_time"":530332,""featured"":false}"
Delego aegre vapulus timor conculco.,"{""read_time"":706121,""featured"":true}"
Cumque amissio ater alter tyrannus auctus congregatio pax abduco.,"{""read_time"":282738,""featured"":false}"
Pel demo pecus sapiente pauci repudiandae quidem vitiosus tubineus.,"{""read_time"":347050,""featured"":true}"
Cupressus arbustum basium repellat.,"{""read_time"":766120,""featured"":false}"
Talus adsidue utilis decor tabella.,"{""read_time"":489382,""featured"":true}"
Adinventitias consectetur ea caste artificiose tergum patria abduco.,"{""read_time"":297548,""featured"":false}"
Ullam acceptus atrocitas cruentus thorax admoneo accusantium subito crinis.,"{""read_time"":982278,""featured"":true}"
Desidero vivo thymbra cur amaritudo tabella.,"{""read_time"":492713,""featured"":false}"
Compono corpus claudeo audio advoco beneficium vomica animadverto culpo amet.,"{""read_time"":588671,""featured"":false}"
Amiculum thesaurus capto adipisci varius.,"{""read_time"":513526,""featured"":true}"
Cognatus vacuus vigor tripudio.,"{""read_time"":898778,""featured"":false}"
Velit demitto vulgaris villa theologus laudantium.,"{""read_time"":880071,""featured"":true}"
Thermae sumptus consequatur triumphus defessus soleo quas.,"{""read_time"":193773,""featured"":true}"
Asperiores tibi ciminatio quam tenus tabula aequitas centum curis cibus.,"{""read_time"":482272,""featured"":false}"
Suggero culpo auctor a conturbo curso circumvenio.,"{""read_time"":773505,""featured"":false}"
Universe vivo deduco usus adicio texo voco enim suspendo tunc.,"{""read_time"":865677,""featured"":true}"
Dolorem audax cariosus speculum sortitus cubicularis terebro quibusdam cupiditas pecus.,"{""read_time"":539979,""featured"":false}"
Admoveo tenuis uterque tardus solitudo coma.,"{""read_time"":947080,""featured"":false}"
Vesco venustas vociferor calco sperno amiculum verus inflammatio.,"{""read_time"":56488,""featured"":true}"
Delinquo agnitio pauci.,"{""read_time"":149621,""featured"":true}"
Uxor nostrum animus compello strenuus peccatus sublime audax vigilo.,"{""read_time"":730575,""featured"":true}"
Delibero vero caelum uredo credo bis.,"{""read_time"":319584,""featured"":false}"
Patruus conturbo compello truculenter modi tondeo curis.,"{""read_time"":708469,""featured"":false}"
Valens nobis error nobis admoneo.,"{""read_time"":320520,""featured"":true}"
Adipisci clibanus curiositas cultellus.,"{""read_time"":116881,""featured"":true}"
Velum altus cenaculum.,"{""read_time"":29532,""featured"":false}"
Caelum harum caries somniculosus accusantium vehemens capto conventus demonstro summopere.,"{""read_time"":930737,""featured"":false}"
Tero curtus tredecim.,"{""read_time"":332771,""featured"":false}"
Cuius voluptate antea tandem antepono dignissimos.,"{""read_time"":963872,""featured"":true}"
Vae certe calco capitulus nihil.,"{""read_time"":400270,""featured"":true}"
Quisquam deprimo dolorem.,"{""read_time"":840447,""featured"":true}"
Adeo totam velit vaco mollitia summisse.,"{""read_time"":130552,""featured"":false}"
Turpis curis bestia videlicet doloribus asper allatus.,"{""read_time"":488656,""featured"":false}"
Aliquam talus creber auxilium.,"{""read_time"":37396,""featured"":false}"
Depraedor armarium conatus acies.,"{""read_time"":361746,""featured"":true}"
Accedo candidus modi audax pel aegrus subseco sit.,"{""read_time"":140606,""featured"":false}"
Crapula tabesco quasi creta.,"{""read_time"":784548,""featured"":false}"
Utrimque tactus defetiscor subnecto crur distinctio carus candidus.,"{""read_time"":600757,""featured"":false}"
Commodi thermae cursim tener unde ventosus vallum.,"{""read_time"":111874,""featured"":false}"
Coepi saepe adipisci amoveo abundans combibo cibo veniam.,"{""read_time"":200956,""featured"":true}"
Cras arx curso ultra.,"{""read_time"":129025,""featured"":true}"
Alioqui speculum magnam sit vulgaris convoco caries enim defleo.,"{""read_time"":842070,""featured"":true}"
Bibo cohors debilito carcer conspergo absque.,"{""read_time"":32351,""featured"":true}"
Vociferor molestiae comis vitiosus cupressus consuasor tot tenetur suppono.,"{""read_time"":40951,""featured"":true}"
Corroboro tersus ventosus.,"{""read_time"":507937,""featured"":true}"
Aeternus depromo cibus placeat tardus.,"{""read_time"":748907,""featured"":true}"
Tubineus cresco unus stipes desino sto virga vita.,"{""read_time"":592044,""featured"":true}"
Autem atqui deprecator vicinus expedita creator acceptus catena earum.,"{""read_time"":937024,""featured"":false}"
Arca paens qui verbera atque sodalitas demum aut.,"{""read_time"":462438,""featured"":false}"
Averto villa amet adeptio trado cubitum tenax.,"{""read_time"":733568,""featured"":true}"
Vinculum cinis antea.,"{""read_time"":79046,""featured"":false}"
Summa deserunt deporto vestrum aveho quos vesco volo.,"{""read_time"":685764,""featured"":true}"
Neque audax vulariter aedificium sono argumentum truculenter barba conculco.,"{""read_time"":971840,""featured"":true}"
Suadeo demens uredo approbo officia currus.,"{""read_time"":177157,""featured"":true}"
Depono talus tepidus vereor deserunt tredecim.,"{""read_time"":698447,""featured"":true}"
Demonstro deporto thermae corrupti spiritus cogito.,"{""read_time"":850298,""featured"":false}"
Sustineo stipes arx.,"{""read_time"":150997,""featured"":false}"
Turpis pel deputo aer antepono debeo degero cras conor.,"{""read_time"":76078,""featured"":true}"
Aveho repudiandae canis abbas vinco aequitas tertius ambitus cultellus.,"{""read_time"":567143,""featured"":true}"
Autem beatae accommodo.,"{""read_time"":907608,""featured"":true}"
Vesica adimpleo animi.,"{""read_time"":487268,""featured"":false}"
Teres quam speciosus cibo.,"{""read_time"":776992,""featured"":true}"
Acceptus surgo bellum valens subseco.,"{""read_time"":844591,""featured"":true}"
Ipsa advoco nobis casus tergum quo calculus demoror.,"{""read_time"":701065,""featured"":false}"
Advenio uterque apto desparatus utique doloribus.,"{""read_time"":143649,""featured"":true}"
Itaque stella soluta tribuo.,"{""read_time"":748662,""featured"":true}"
Suppellex urbs fugiat vorax.,"{""read_time"":674845,""featured"":true}"
Cauda viriliter utique in infit aperiam.,"{""read_time"":509152,""featured"":true}"
Pel quasi arbor utor omnis creo custodia.,"{""read_time"":166832,""featured"":false}"
Audax communis defendo thymum una.,"{""read_time"":521402,""featured"":true}"
Bibo copia unus delibero aspernatur turba temporibus suus tergum.,"{""read_time"":89155,""featured"":true}"
Surgo sufficio totus exercitationem pauci angulus harum.,"{""read_time"":616523,""featured"":false}"
Caterva solus non cuius harum magni.,"{""read_time"":204407,""featured"":true}"
Tot alii comes comedo adfero assumenda similique pectus balbus.,"{""read_time"":276248,""featured"":false}"
Decerno truculenter bellum.,"{""read_time"":584565,""featured"":true}"
Reprehenderit demo tracto.,"{""read_time"":508283,""featured"":true}"
Ascit consectetur ambulo benevolentia victoria utor villa defungo deripio quas.,"{""read_time"":714350,""featured"":false}"
Compello doloremque aspernatur cupiditas tondeo dolor thalassinus absum.,"{""read_time"":623126,""featured"":false}"
Aggero inventore coruscus villa consequuntur accommodo rem conservo dolorum sufficio.,"{""read_time"":803075,""featured"":true}"
Suscipit cribro surgo colo thymum apostolus.,"{""read_time"":547473,""featured"":false}"
Sodalitas sollers urbs quia sint bardus vomito thema conitor.,"{""read_time"":356660,""featured"":false}"
Conservo adamo ter ipsa barba agnosco abscido animadverto comburo despecto.,"{""read_time"":897137,""featured"":true}"
Cuppedia advenio adsidue alo ventus casso crapula deputo.,"{""read_time"":672353,""featured"":false}"
Circumvenio aeneus denuo.,"{""read_time"":353932,""featured"":true}"
Quisquam taedium conturbo compono valens.,"{""read_time"":607709,""featured"":false}"
Ulciscor vae cohaero vehemens defessus barba.,"{""read_time"":292180,""featured"":false}"
Adfectus solitudo depopulo.,"{""read_time"":733121,""featured"":false}"
Omnis tabula bene sapiente avaritia.,"{""read_time"":328346,""featured"":true}"
Corroboro curia defero aer ultio solutio auditor coaegresco textor tribuo.,"{""read_time"":483013,""featured"":false}"
Abeo delibero vigilo odit traho creo arca ago tum.,"{""read_time"":423657,""featured"":true}"
Sufficio talio non vel benevolentia catena.,"{""read_time"":722938,""featured"":true}"
Vero vesica tonsor adversus adficio allatus ars.,"{""read_time"":453659,""featured"":false}"
Repellendus taceo deputo similique curvo valens.,"{""read_time"":880753,""featured"":true}"
Utroque appositus ea arma ver accommodo trucido verus.,"{""read_time"":932108,""featured"":true}"
Verecundia constans timidus.,"{""read_time"":393616,""featured"":true}"
Abeo quis vomito angulus alias atrocitas.,"{""read_time"":630825,""featured"":false}"
Acceptus callide ancilla anser balbus avarus tempore.,"{""read_time"":156327,""featured"":false}"
Patruus speculum stips aliqua depono speciosus decumbo.,"{""read_time"":604111,""featured"":false}"
